"","(Intercept)","LibraryLayoutSINGLE","conditionKD","deviance","converged","pval","padj"
"FBgn0000233",2.36204774781429,-1.66565129265543,-1.17313218536885,5.12150146945501,TRUE,0.40713300405567,0.883495314882986
"FBgn0000239",11.169714283276,0.0797029580356107,-0.0207715697952002,1.45593323063589,TRUE,0.854150413196697,0.971134366354978
"FBgn0000241",3.0365184093403,-0.334191327630412,-0.0488946526029602,4.33274836393147,TRUE,0.954048065510368,0.994446732880136
"FBgn0000242",7.18123048268908,0.0105417308534698,0.165536195216366,1.09079571585023,TRUE,0.349220961948024,0.883495314882986
"FBgn0000244",9.00463099505668,-0.0183523105749333,-0.371033272777994,3.41551651237575,TRUE,0.00619249609176731,0.0875393765699833
"FBgn0000246",6.7830242442675,0.92555893925843,0.277494433636184,3.46975814548732,TRUE,0.109772286926774,0.582771115959621
"FBgn0000247",11.4404782061498,-0.240712453930332,-0.219044469014422,2.01625840946067,TRUE,0.0542941471844069,0.390301679779695
"FBgn0000250",11.1150000669066,-0.0678321075811182,-0.105890633317934,3.05445253252752,TRUE,0.35557523035418,0.883495314882986
"FBgn0000251",0.830850733205593,-1.16984781859439,0.560331990185232,1.737827948756,TRUE,0.679741445840354,0.940675404374902
"FBgn0000253",12.8116669868813,0.543653323358276,0.172753883778784,0.34965250807295,TRUE,0.111184383643102,0.585347677883233
"FBgn0000256",11.1888314548292,-0.189712351057077,-0.468986750147376,3.9890005877859,TRUE,0.0013779063895033,0.0261065146694749
"FBgn0000257",9.5657639080309,-0.37246737457687,-0.00752761779379368,0.139442581924264,TRUE,0.952545074844556,0.993787782746528
"FBgn0000259",10.6989866433535,0.528363367773293,0.0304849656779858,3.96018595925023,TRUE,0.821936873361868,0.962918584590269
"FBgn0000261",10.9608124639427,-0.285724873223625,-0.210553563040332,1.55632227148985,TRUE,0.0687379277298723,0.441995621020475
"FBgn0000273",11.2265425117028,0.287004520070774,-0.0313285401710294,4.0343794762731,TRUE,0.88241667748186,0.977393579861858
"FBgn0000274",NA,NA,NA,NA,NA,NA,NA
"FBgn0000276",5.07866278216355,1.48348973858348,0.314192063341562,3.80750913660709,TRUE,0.330857466246704,0.883325701865938
"FBgn0000277",4.19700262963332,0.170489697699138,0.228042011438477,1.285547490269,TRUE,0.568625989738944,0.925295100942935
"FBgn0000278",5.46160078797931,0.11624658271741,-0.589710727587277,1.36599150094338,TRUE,0.0526882907298104,0.383244948714097
"FBgn0000279",5.785951955743,0.623436516019087,0.38888421106715,0.874488775296375,TRUE,0.0861012392664102,0.507629563325824
"FBgn0000280",-0.520196726656518,-30.5802235830608,-0.217387594048068,1.43766486038506,TRUE,0.949903728325619,0.993787782746528
"FBgn0000281",-0.577467938481066,0.18857909772215,-0.128493794321983,1.8621517130607,TRUE,0.951432230271699,0.993787782746528
"FBgn0000283",11.6533902052345,0.115285786754771,-0.108152774857065,2.46843787533579,TRUE,0.335754583479468,0.883495314882986
"FBgn0000286",9.05258855088201,-0.104808408795744,-0.53903266812395,2.34929089293234,TRUE,8.94738854099186e-05,0.00266561101135951
"FBgn0000287",0.41476984224372,-1.0675728489485,0.325361271314945,2.82276799673982,TRUE,0.843149605801091,0.968067471983378
"FBgn0000289",11.7689229794301,-0.101034556238939,-0.207395194638633,1.80972348748143,TRUE,0.0657051163166747,0.432081453405838
"FBgn0000299",15.328983748858,-0.262157696659303,0.594062321855306,3.61597207300656,TRUE,3.00696842980841e-08,1.95621706369832e-06
"FBgn0000303",0.752654616630202,0.709238368008957,0.64736678095531,0.852992016063345,TRUE,0.543451349100462,0.925295100942935
"FBgn0000307",10.3267489490518,0.22196510749078,-0.0639157550060062,4.0222737573898,TRUE,0.648871153095446,0.930169490963918
"FBgn0000308",13.7974284125008,0.361992104746776,0.13898634900797,3.36985790911524,TRUE,0.197447011669381,0.741978594499329
"FBgn0000313",5.79572200729998,-0.0291102197359353,0.00744636872890885,0.664591013744448,TRUE,0.977170647011829,1
"FBgn0000316",-0.850660667466014,0.953764161540918,1.25457888953864,4.3401717223245,TRUE,0.429732721218669,0.883495314882986
"FBgn0000317",10.3064591247832,0.160308268902149,-0.0468616102896659,2.80947373533739,TRUE,0.690589567385793,0.943309569704001
"FBgn0000318",9.68567101083848,-0.105443706737229,0.22810200303338,4.0828830670812,TRUE,0.114163901889187,0.590983373993708
"FBgn0000319",13.6868166014864,-0.0707784298365328,0.00336257697086164,4.01171568736001,TRUE,0.979868790292486,1
"FBgn0000320",0.744048415643512,-2.50263592848426,-0.798418407488552,3.17133986196165,TRUE,0.702498917203729,0.946755455266062
"FBgn0000326",7.85930194147915,0.0334242152895502,0.167952778059881,0.800884265346278,TRUE,0.275029211333067,0.82489031115166
"FBgn0000330",7.77808213303331,-0.218215314483742,-0.109683568315823,2.09371970386039,TRUE,0.503122671142669,0.906776043586881
"FBgn0000337",4.61102152616839,-0.403592731068047,0.0623992323154101,1.56496325080813,TRUE,0.868996932719719,0.975030872327257
"FBgn0000339",8.91047735603603,0.5477910667008,0.0269397694993628,3.85613952752951,TRUE,0.836114103752047,0.966809723034649
"FBgn0000346",6.07127587182551,0.0291653134905175,0.684924288913411,1.97072934561845,TRUE,0.00171253034090879,0.0309737225204652
"FBgn0000351",4.85407232663147,-0.288224190950213,0.492656732498442,1.37880884291863,TRUE,0.127421320042741,0.619534035346905
"FBgn0000352",9.58677096294241,-0.0648819447733339,0.0344747495610613,1.40591908000866,TRUE,0.78112222694445,0.961710899084992
"FBgn0000355",-33.0328404783038,33.125846480791,-0.549417649479201,0.0103115650474175,TRUE,0.883417850200605,0.977393579861858
"FBgn0000356",NA,NA,NA,NA,NA,NA,NA
"FBgn0000357",1.90329989925468,-0.507237927753933,-0.0146426449334594,0.462222791525951,TRUE,0.987899181458804,1
"FBgn0000358",-31.6639823475868,29.9837161907596,-29.7881510347303,0.2636572803681,TRUE,0.629542260261344,0.925295100942935
"FBgn0000359",-1.17530541471591,1.33399164078616,-1.53319641495837,1.59508428311276,TRUE,0.557836284909497,0.925295100942935
"FBgn0000360",0.332822194344173,-29.7329864559289,-1.07525331356619,1.87867337758,TRUE,0.715582891301176,0.950359071657254
"FBgn0000370",13.3111775814558,0.269416548564654,-0.0677789704053807,0.987665735298101,TRUE,0.532484988280589,0.921530113925094
"FBgn0000376",10.2539124330494,-0.375407723611249,0.0530590044472781,1.52386732730932,TRUE,0.656034585266333,0.932948561759946
"FBgn0000377",9.73838793985906,-0.239846157657965,0.0468722238370373,0.504884513014595,TRUE,0.704640143382114,0.947470891939822
"FBgn0000382",9.55307535575954,-0.105185024922753,-0.122953803919629,4.00426872053318,TRUE,0.465679765921759,0.891980284293837
"FBgn0000384",8.74429689381225,0.683817246842638,0.0243800405459397,3.9578905515924,TRUE,0.916249689943302,0.985236447858404
"FBgn0000392",NA,NA,NA,NA,NA,NA,NA
"FBgn0000394",9.32664936651113,-0.105625585552246,-0.221244063082578,1.92652377861106,TRUE,0.0893162853866343,0.520746207117043
"FBgn0000395",9.00625511493429,-0.104130049192399,-0.358135531585274,4.05453177075478,TRUE,0.207840977814147,0.755738555069292
"FBgn0000404",11.1251243524702,0.194138147385476,0.0767235725242211,1.09750481751634,TRUE,0.496314552137164,0.904718635353964
"FBgn0000405",10.7709580033567,0.145632413058972,0.540350805097129,3.99731153847588,TRUE,2.16107025097223e-06,9.98398796019815e-05
"FBgn0000406",8.68421552624056,-0.46523977630431,-2.05815032113988,4.00875060902528,TRUE,2.18833984266809e-09,1.77729435247521e-07
"FBgn0000409",12.012978362113,-0.0138975485995038,-0.12584582355406,3.48113808292501,TRUE,0.261085150697143,0.822557899340935
"FBgn0000411",NA,NA,NA,NA,NA,NA,NA
"FBgn0000412",11.2441542075976,-0.0469834991965524,0.215227982247299,3.62090349318557,TRUE,0.0545719809172461,0.390486716428623
"FBgn0000413",11.4213456597741,-0.460254402657901,-0.0226817434336958,3.62351073640284,TRUE,0.840090216094319,0.967568288365843
"FBgn0000414",11.1811422109309,-0.00947835379824142,-0.216186148733061,2.29609514736238,TRUE,0.0586068063901193,0.406802062210349
"FBgn0000416",15.3076230958587,-0.012810646142539,-0.397388170295372,0.257282781174325,TRUE,0.000249487611154176,0.00631193755918034
"FBgn0000422",2.56598358047376,-0.242324809806316,0.359882956814381,1.11914355373557,TRUE,0.608279250292125,0.925295100942935
"FBgn0000426",9.15696477125534,0.107077512693241,0.213682862346347,4.0028621912415,TRUE,0.117282120523164,0.594830113277468
"FBgn0000427",-0.674744225884434,-32.2922821290316,-31.6381070526348,0.436147723904543,TRUE,0.409100423465231,0.883495314882986
"FBgn0000439",NA,NA,NA,NA,NA,NA,NA
"FBgn0000442",-31.6913886060935,-30.8324845313734,30.9630308648517,0.47846952160621,TRUE,0.430079098952354,0.883495314882986
"FBgn0000447",8.89331788107237,-0.0048524389219697,0.534042111038589,1.86049214803339,TRUE,3.36421760352978e-05,0.00115314888877979
"FBgn0000448",2.35566434681909,0.0197976518990394,0.801778606088335,0.601021025657308,TRUE,0.232323336319831,0.788409293713773
"FBgn0000449",NA,NA,NA,NA,NA,NA,NA
"FBgn0000451",-2.53784320758899,2.21631600973222,1.09538255244285,1.54573410268157,TRUE,0.691305192747401,0.943309569704001
"FBgn0000454",11.4196259884126,-0.290260284194474,-0.0586784435198181,1.20396559098915,TRUE,0.605192924357988,0.925295100942935
"FBgn0000455",9.17071033266678,-0.404444341704881,-0.209890950367813,1.10615999839225,TRUE,0.115095239826214,0.592950678414569
"FBgn0000459",2.04559724991001,-0.601521080431712,0.477898183531174,2.42918525171956,TRUE,0.574988744615818,0.925295100942935
"FBgn0000463",0.393746099898999,-1.70283339092624,0.820442218106564,1.59034424843105,TRUE,0.608954081526939,0.925295100942935
"FBgn0000464",10.5415786752855,6.58677085996387e-05,-0.0541256116178187,3.78788538816842,TRUE,0.641262359495373,0.92881864729932
"FBgn0000473",4.02758180399778,-0.402772436352903,0.0159159036448823,3.1928000196993,TRUE,0.973253361982856,0.998444091185798
"FBgn0000477",1.69367704827625,-2.49598111051609,-1.1973692112643,0.919247349979133,TRUE,0.453952192284134,0.885089926371674
"FBgn0000479",9.88638078103135,-0.0290230382832167,-0.181764542078666,1.46178268766007,TRUE,0.138733969203596,0.64578731116302
"FBgn0000482",10.205465383675,-0.281820634884947,-0.107283992608427,1.71207520444692,TRUE,0.375869329347535,0.883495314882986
"FBgn0000489",6.71574780635351,-0.266736837630716,0.129194208006929,0.354931622642687,TRUE,0.523454300808972,0.916584151279209
"FBgn0000490",7.09455582845545,-0.261795621269709,0.899031921453888,4.11611723922214,TRUE,0.000374618235687185,0.00897886677302124
"FBgn0000492",0.683096624927979,-1.42541222888151,-1.87757584433294,2.68360603429521,TRUE,0.41459503340232,0.883495314882986
"FBgn0000497",0.455934146430563,1.85219785456509,-30.5774454611409,2.19902845297125,TRUE,0.0096077211136627,0.122508051920313
"FBgn0000499",9.92238939309608,-0.352724765403474,-0.050090839454993,2.36175887454457,TRUE,0.684166496243044,0.94142490640059
"FBgn0000500",1.15976111375986,-1.84348205901859,1.53941167815191,0.351779384280447,TRUE,0.160728239347223,0.688889337787037
"FBgn0000504",0.529835900205865,2.70347150154825,1.22739782945374,4.46713867284659,TRUE,0.0901113987614988,0.522555337194725
"FBgn0000520",9.29784239659258,-0.555373338172831,-0.00101614192535779,1.45808382110336,TRUE,0.993843356701654,1
"FBgn0000524",9.57710213599306,-0.219365852160495,0.320086843440871,1.40905194981768,TRUE,0.0097005358609904,0.123444643476536
"FBgn0000527",7.31604084297514,-0.322788860375285,-0.598334120008357,2.83866850051649,TRUE,0.00192440902940594,0.0341756818021659
"FBgn0000529",-2.14610198873286,1.09459695475624,0.517768337640928,2.19995585125025,TRUE,0.893070323301978,0.97864102538513
"FBgn0000533",2.59571202561241,-0.063420391328722,0.305521453002193,3.64497483052392,TRUE,0.653672321084968,0.932812529926936
"FBgn0000535",8.02454874926665,-0.00248434995923244,-0.565868555154586,4.03099315654238,TRUE,0.041471662536731,0.330916876724566
"FBgn0000536",9.49531442946677,0.413057826060276,0.10406579114531,1.34779220074423,TRUE,0.397750843821233,0.883495314882986
"FBgn0000541",11.9469186686536,0.512936013921254,-0.0601071988883495,4.02763607352171,TRUE,0.685213255397591,0.942010996524482
"FBgn0000542",7.31537369695012,-0.494609847175081,0.0533476040105416,4.06457254894511,TRUE,0.815502117735833,0.962112346850969
"FBgn0000543",9.46102443297991,-0.42720395652571,0.097750491337611,3.07215277501436,TRUE,0.446497069258804,0.883495314882986
"FBgn0000546",9.79112968491475,-0.0742004669883257,-0.118187290885206,4.03137787710784,TRUE,0.457031361520153,0.887366861523341
"FBgn0000547",8.15844794577399,-0.310947294179984,0.5154426956307,4.08352108429973,TRUE,0.0192330011676995,0.199220144507991
"FBgn0000551",1.18886998638278,-1.2180302802758,-0.454489847953327,4.47885596692769,TRUE,0.77712955650037,0.961710899084992
"FBgn0000552",NA,NA,NA,NA,NA,NA,NA
"FBgn0000556",17.6245467905733,-0.192513476269027,-0.220566042152573,1.85846127077366,TRUE,0.0420006286553265,0.334135984125806
"FBgn0000557",5.19727084068356,-0.175598716486359,0.204517731883737,1.50297231230096,TRUE,0.498758599962757,0.90566135672269
"FBgn0000559",16.6850000782519,-0.166275105732388,-0.0163842292528206,1.33472974378378,TRUE,0.87912139297609,0.976650391047615
"FBgn0000560",-3.54876274493465,2.23384753980238,2.04792371675764,1.39991892922662,FALSE,0.804440534797418,0.961710899084992
"FBgn0000562",10.4743706835027,-0.0770745410161339,-0.147114563577651,2.47844907400202,TRUE,0.21317123748284,0.763738816842846
"FBgn0000564",NA,NA,NA,NA,NA,NA,NA
"FBgn0000565",8.93104759429247,-0.306837605115605,0.688303081001164,3.97980443308825,TRUE,1.57180812143665e-07,9.1936354846049e-06
"FBgn0000566",9.46200860057134,-0.0222890476828812,0.118535685832866,4.03745469065127,TRUE,0.451413377496875,0.883495314882986
"FBgn0000567",8.32135786192487,-0.191504896874133,-1.20221655883772,4.10959631006774,TRUE,3.75810493835615e-13,5.63759953752698e-11
"FBgn0000568",11.9741116753196,-0.381530894239175,-0.209676494647755,4.08550071093242,TRUE,0.488413066061522,0.904581192648993
"FBgn0000575",10.0909678870992,0.19774743036909,0.355642191073147,4.03962620935174,TRUE,0.071095831318605,0.45034423504398
"FBgn0000576",NA,NA,NA,NA,NA,NA,NA
"FBgn0000577",-0.667141964303365,-0.96585081749775,-29.7503051326649,1.00416502177081,TRUE,0.271433951272281,0.822557899340935
"FBgn0000578",12.4636105909237,-0.115702693525911,-0.32930630488368,4.00935403220122,TRUE,0.00734370871295109,0.0997227154407235
"FBgn0000579",12.8790925099807,-0.375879517531808,0.434779992743255,0.316720861340556,TRUE,6.41896977402467e-05,0.00199629959972167
"FBgn0000581",11.7345684640557,-0.169842664737603,-0.176412761346196,4.02362243989199,TRUE,0.11870335851107,0.597505717297087
"FBgn0000588",8.46743536249058,-0.212136216230297,-0.216538911794954,1.76729620707493,TRUE,0.140905009737426,0.651206879000332
"FBgn0000591",-31.6296083356669,30.4477961125214,-30.2457140049357,0.453379672811977,TRUE,0.561844693560362,0.925295100942935
"FBgn0000592",1.23152474875037,0.531534902113106,0.138482494074569,3.98265406497673,TRUE,0.891732954773399,0.97864102538513
"FBgn0000594",4.47005351453516,-0.0570722346833529,-0.40790713953143,4.05763597920372,TRUE,0.417388548650946,0.883495314882986
"FBgn0000606",-3.63980674759126,1.29356046598584,3.30040259632938,1.36823256797499,FALSE,0.705908771069783,0.948276731975432
"FBgn0000611",10.3092877724504,0.216516641689183,-0.154016365819171,0.49538851709368,TRUE,0.191797448965974,0.736079867787472
"FBgn0000615",8.29760523152489,0.32108067733785,0.0503719618201203,3.92582903001533,TRUE,0.804455108226202,0.961710899084992
"FBgn0000617",9.68563926408635,-0.43680342096355,-0.0138753157011504,2.41237642125582,TRUE,0.911819518421722,0.984221677761397
"FBgn0000618",6.95699549076371,-0.0129736940665915,0.290692068343134,4.27277625940853,TRUE,0.151925023066069,0.675451872076514
"FBgn0000625",1.19352294296543,-2.87310076058965,-1.2531651604242,3.13733429763186,TRUE,0.520513134089557,0.915078308668956
"FBgn0000629",10.1213225784819,-0.304857227099482,-0.150956738797128,1.03119416654436,TRUE,0.213555619338875,0.764471561535653
"FBgn0000633",4.08639232740055,-0.106883520003364,0.992705051482943,2.27498961619949,TRUE,0.00763113124548997,0.102533777145672
"FBgn0000635",7.17833769252704,-0.638504929606615,0.392896015821295,4.20313419968538,TRUE,0.335208231676902,0.883495314882986
"FBgn0000636",5.6346789331796,0.0819989491258074,-0.168503775592679,1.79219908142454,TRUE,0.533686989742887,0.922366816092586
"FBgn0000639",0.74519745058388,-0.834899089198386,-2.09668647736149,3.10363625463371,TRUE,0.337565446956532,0.883495314882986
"FBgn0000640",-2.48232331613342,3.22806091293668,2.01525190112054,2.75919474903875,TRUE,0.65759196181226,0.933361742609746
"FBgn0000644",2.68559686248507,0.19843140144464,-0.803162939371713,2.25861681678474,TRUE,0.301260726668725,0.853259779154358
"FBgn0000658",1.09358978516636,0.477693610135179,0.654014297930322,0.890922104859873,TRUE,0.513864905244479,0.911579010486962
"FBgn0000659",-0.219323413319162,0.499215973058636,1.23927967416001,1.29466585382397,TRUE,0.39005667227826,0.883495314882986
"FBgn0000662",10.1278601218595,-0.0217885538647527,-0.124689211047511,1.18371439073798,TRUE,0.299936560457526,0.851633400330689
"FBgn0000667",10.6359479021746,-0.430305650935249,-0.224222948785131,0.442858579225757,TRUE,0.0578285744176785,0.403161521662639
"FBgn0000709",11.1722910874831,-0.197242145528281,-0.178921118730299,1.88164292367843,TRUE,0.115911193973589,0.593091346050256
"FBgn0000711",9.80083270313875,0.324317043039158,0.1596440238151,1.02246036029202,TRUE,0.181155405330423,0.727859647505675
"FBgn0000715",-32.509527027484,30.8601207832922,1.19299459719981,0.404811149587118,TRUE,0.8150143498951,0.961710899084992
"FBgn0000719",10.9959044404228,-0.150126149667031,-0.114641356040978,3.40397048761818,TRUE,0.316747326157066,0.867264616710009
"FBgn0000721",9.71870097992079,-0.130293002624739,0.10206057722067,1.27402953310476,TRUE,0.404580593645837,0.883495314882986
"FBgn0000723",11.0063597195539,-0.167511565048147,-0.0841640764949555,1.16719529221962,TRUE,0.461451086878217,0.889029588928692
"FBgn0000808",6.9832269596013,-0.10008658850406,-0.0484121781541106,2.88731599638489,TRUE,0.800194002371461,0.961710899084992
